dcs_id	dcs_lemma_iast	slp1	normkey	in_cdsl	token_count	grammar
171336	iṣ	iz	iz	1	15	f
201830	śeṣa	Seza	Seza	1	15	adj
202767	prāk	prAk	prAk	1	15	ind
3048	kuśīlava	kuSIlava	kuSIlava	1	14	m
3720	kṛti	kfti	kfti	1	14	f
6274	aṅgula	aNgula	aNgula	1	14	mn
6554	ajina	ajina	ajina	1	14	n
7653	adbhuta	adButa	adButa	1	14	n
8977	saṃgama	saMgama	saNgama	1	14	m
9147	sakhya	saKya	saKya	1	14	n
12782	kalyāṇa	kalyARa	kalyARa	1	14	adj
15500	patana	patana	patana	1	14	n
21242	apahāra	apahAra	apahAra	1	14	m
23616	kīrti	kIrti	kIrti	1	14	f
24356	kutūhala	kutUhala	kutUhala	1	14	n
28873	nṛpati	nfpati	nfpati	1	14	m
31506	abhyupāya	aByupAya	aByupAya	1	14	m
32078	ambu	ambu	ambu	1	14	n
33551	nāmadheya	nAmaDeya	nAmaDeya	1	14	n
35282	nibhṛta	niBfta	niBfta	1	14	adj
38969	ṛte	fte	fte	1	14	ind
40287	śravaṇa	SravaRa	SravaRa	1	14	n
42344	dhātrī	DAtrI	DAtrI	1	14	f
42551	dhārā	DArA	DArA	1	14	f
43506	nakta	nakta	nakta	1	14	n
43960	nandana	nandana	nandana	1	14	m
45104	upadhi	upaDi	upaDi	1	14	m
46525	vāraṇa	vAraRa	vAraRa	1	14	m
48037	vicāra	vicAra	vicAra	1	14	m
49571	bhājana	BAjana	BAjana	1	14	n
50382	bhīru	BIru	BIru	1	14	adj
51464	citragrīva	citragrIva	citragrIva	1	14	m
52206	ceṣṭā	cezwA	cezwA	1	14	f
52809	chedana	Cedana	Cedana	1	14	n
54263	avani	avani	avani	1	14	f
54472	avarodha	avaroDa	avaroDa	1	14	m
57959	ādāna	AdAna	AdAna	1	14	n
59167	āyāma	AyAma	AyAma	1	14	m
64128	īṣat	Izat	Izat	1	14	ind
64537	yāvat	yAvat	yAvat	1	14	adj
65230	yodha	yoDa	yoDa	1	14	m
66792	ramya	ramya	ramya	1	14	adj
69459	rava	rava	rava	1	14	m
69983	rāgamañjarī	rAgamaYjarI	rAgamaYjarI	1	14	f
71469	ruci	ruci	ruci	1	14	f
71501	rucira	rucira	rucira	1	14	adj
71571	rudra	rudra	rudra	1	14	m
79022	mānuṣa	mAnuza	mAnuza	1	14	m
79593	māṣa	mAza	mAza	1	14	m
81702	laya	laya	laya	1	14	m
83290	tṛtīya	tftIya	tftIya	1	14	adj
87335	jaṭā	jawA	jawA	1	14	f
87554	jananī	jananI	jananI	1	14	f
90329	dyuti	dyuti	dyuti	1	14	f
91910	dharaṇī	DaraRI	DaraRI	1	14	f
94715	piṅgalaka	piNgalaka	piNgalaka	1	14	m
95119	pipāsā	pipAsA	pipAsA	1	14	f
95401	jvara	jvara	jvara	1	14	m
96145	tanayā	tanayA	tanayA	1	14	f
96256	tantu	tantu	tantu	1	14	m
96734	taruṇa	taruRa	taruRa	1	14	adj
96910	talpa	talpa	talpa	1	14	m
97096	tāpa	tApa	tApa	1	14	m
97486	tāla	tAla	tAla	1	14	m
100855	daṇḍin	daRqin	daRqin	1	14	m
106582	sīsa	sIsa	sIsa	1	14	n
109460	hāsa	hAsa	hAsa	1	14	m
111804	sākṣin	sAkzin	sAkzin	1	14	m
113802	sphuṭa	sPuwa	sPuwa	1	14	adj
114443	svadharma	svaDarma	svaDarma	1	14	m
116387	śaṅkha	SaNKa	SaNKa	1	14	mn
120352	vaira	vEra	vEra	1	14	mn
121129	vyāpāra	vyApAra	vyApAra	1	14	m
122977	vipatti	vipatti	vipatti	1	14	f
123043	vibhāga	viBAga	viBAga	1	14	m
123164	viyoga	viyoga	viyoga	1	14	m
125519	gaura	gOra	gOra	1	14	adj
130893	śāpa	SApa	SApa	1	14	m
134303	kvātha	kvATa	kvATa	1	14	m
135379	kṣatriya	kzatriya	kzatriya	1	14	m
135870	mithas	miTas	miTas	1	14	ind
137099	mṛd	mfd	mfd	1	14	f
138671	vivāha	vivAha	vivAha	1	14	m
140982	prabhu	praBu	praBu	1	14	m
142874	vṛṣan	vfzan	vfzan	1	14	m
143801	purastāt	purastAt	purastAt	1	14	ind
144397	puccha	pucCa	pucCa	0	14	mn
146427	dala	dala	dala	1	14	mn
146535	dasyu	dasyu	dasyu	1	14	m
147050	dāha	dAha	dAha	1	14	m
148936	bila	bila	bila	1	14	n
150040	pṛthu	pfTu	pfTu	1	14	adj
151121	prakāśa	prakASa	prakASa	1	14	m
151208	pragalbha	pragalBa	pragalBa	1	14	adj
155725	prasava	prasava	prasava	1	14	m
156187	kliś	kliS	kliS	1	14	9. Ā.
156224	gup	gup	gup	1	14	1. Ā.
157032	ghaṇṭā	GaRwA	GaRwA	1	14	f
157147	juṣ	juz	juz	1	14	6. Ā.
157299	ruh	ruh	ruh	1	14	1. Ā.
157380	dhyā	DyA	DyA	1	14	3. Ā.
157392	pū	pU	pU	1	14	1. P.
157503	śaṅk	SaNk	SaNk	1	14	1. P.
157995	anurañj	anuraYj	anuraYj	1	14	4.P.,4.Ā.
158954	val	val	val	1	14	1. Ā.
159758	ājñāpay	AjYApay	AjYApay	0	14	10.P.,10.Ā.
159872	āyat	Ayat	Ayat	1	14	1.Ā.
159873	āyam	Ayam	Ayam	1	14	6.P.,1.P.,1.Ā.
159898	āropay	Aropay	Aropay	1	14	10.P.,10.Ā.
163009	pravac	pravac	pravac	1	14	3.Ā.,2.P.,3.P.
163056	praveśay	praveSay	praveSay	0	14	10.P.,10.Ā.
163146	prahṛ	prahf	prahf	1	14	1.P.,2.P.,1.Ā.
163276	vigal	vigal	vigal	1	14	1.P.
163530	vimṛś	vimfS	vimfS	1	14	6.Ā.,6.P.
163542	virañj	viraYj	viraYj	1	14	4.P.,4.Ā.
163621	viśram	viSram	viSram	1	14	1.Ā.,1.P.,4.P.,4.Ā.
163737	anantara	anantara	anantara	1	14	adj
164657	vyāhṛ	vyAhf	vyAhf	1	14	1.P.,1.Ā.
164885	saṃgrah	saMgrah	saNgrah	1	14	9.P.,1.P.,6.P.,9.Ā.
165407	samṛdh	samfD	samfD	1	14	4.P.,4.Ā.,5.P.
168327	purī	purI	purI	1	14	f
169681	niḥśvāsa	niHSvAsa	niHSvAsa	1	14	m
202527	viśeṣataḥ	viSezataH	viSezata	0	14	ind
204213	sahasā	sahasA	sahasA	1	14	ind
852	kaṭuka	kawuka	kawuka	1	13	adj
5233	kauṭilya	kOwilya	kOwilya	1	13	m
6147	aṅga	aNga	aNga	1	13	adj
6335	acala	acala	acala	1	13	m
7393	atyanta	atyanta	atyanta	1	13	adj
8339	saṃsarga	saMsarga	saMsarga	1	13	m
8431	saṃsthā	saMsTA	saMsTA	1	13	f
9068	saṃgha	saMGa	saNGa	1	13	m
12156	kartṛ	kartf	kartf	1	13	m
12445	kala	kala	kala	1	13	adj
13004	kaṣāya	kazAya	kazAya	1	13	adj
14106	kāraka	kAraka	kAraka	1	13	adj
14694	paṅkti	paNkti	paNkti	1	13	f
15172	pañcama	paYcama	paYcama	1	13	adj
17597	saṃdeśa	saMdeSa	sandeSa	1	13	m
17913	sapadi	sapadi	sapadi	1	13	ind
19088	parityāga	parityAga	parityAga	1	13	m
19903	paruṣa	paruza	paruza	1	13	adj
20046	paryaṅka	paryaNka	paryaNka	1	13	m
20066	paryanta	paryanta	paryanta	1	13	m
20495	anyatama	anyatama	anyatama	1	13	adj
21201	apasāra	apasAra	apasAra	1	13	m
23457	kirāta	kirAta	kirAta	1	13	mn
24058	kuñja	kuYja	kuYja	1	13	mn
28170	niśītha	niSITa	niSITa	1	13	mn
31528	abhra	aBra	aBra	1	13	mn
32041	ambara	ambara	ambara	1	13	n
33220	nāgarika	nAgarika	nAgarika	1	13	m
36530	manyu	manyu	manyu	1	13	mf
37113	marta	marta	marta	0	13	m
37940	uru	uru	uru	1	13	adj
38355	ūna	Una	Una	1	13	adj
39601	ekākin	ekAkin	ekAkin	1	13	adj
43107	dhairya	DErya	DErya	1	13	n
43355	dhvani	Dvani	Dvani	1	13	m
44181	naya	naya	naya	1	13	m
45091	upadhā	upaDA	upaDA	1	13	mf
47768	vikala	vikala	vikala	1	13	adj
49265	bhavānī	BavAnI	BavAnI	1	13	f
49954	bhāvanā	BAvanA	BAvanA	1	13	fn
50136	bhitti	Bitti	Bitti	1	13	f
52954	jagadīśa	jagadISa	jagadISa	1	13	m
53065	arcis	arcis	arcis	1	13	n
54670	avasara	avasara	avasara	1	13	m
57188	unmukha	unmuKa	unmuKa	1	13	adj
60533	aṣṭāvakra	azwAvakra	azwAvakra	1	13	m
69329	varāha	varAha	varAha	1	13	m
69469	ravi	ravi	ravi	1	13	m
69540	raśmi	raSmi	raSmi	1	13	mf
70725	rādhas	rADas	rADas	0	13	n
76467	vāṭa	vAwa	vAwa	1	13	m
79934	rodas	rodas	rodas	1	13	n
80259	lakṣa	lakza	lakza	1	13	mn
82410	tila	tila	tila	1	13	mn
83783	trayī	trayI	trayI	1	13	f
87596	jantu	jantu	jantu	1	13	m
90757	dvaṃdva	dvaMdva	dvandva	1	13	mn
91398	dveṣa	dveza	dveza	1	13	m
96954	taskara	taskara	taskara	1	13	m
101611	saundarya	sOndarya	sOndarya	1	13	n
102534	steya	steya	steya	1	13	n
103487	snehana	snehana	snehana	1	13	n
104125	sarasvatī	sarasvatI	sarasvatI	1	13	f
106647	sutā	sutA	sutA	1	13	f
107776	sundara	sundara	sundara	1	13	adj
107809	sundarī	sundarI	sundarI	1	13	f
108654	haraṇa	haraRa	haraRa	1	13	n
113497	sāhāyya	sAhAyya	sAhAyya	1	13	n
116236	vraṇa	vraRa	vraRa	1	13	mn
116730	śaṃkara	SaMkara	SaNkara	1	13	m
116751	śambhu	SamBu	SamBu	1	13	m
122839	vidhāna	viDAna	viDAna	1	13	n
128835	khala	Kala	Kala	1	13	m
129400	gadgada	gadgada	gadgada	1	13	adj
130148	gardabha	gardaBa	gardaBa	1	13	m
132696	śilpa	Silpa	Silpa	1	13	mn
137447	murāri	murAri	murAri	1	13	m
138107	virahin	virahin	virahin	1	13	adj
140510	pradāna	pradAna	pradAna	1	13	n
142252	vega	vega	vega	1	13	m
142747	vṛtta	vftta	vftta	0	13	adj
143105	vedha	veDa	veDa	1	13	mn
144306	pīta	pIta	pIta	1	13	adj
145935	daśakumāracarita	daSakumAracarita	daSakumAracarita	1	13	n
146375	dayita	dayita	dayita	1	13	adj
148963	bisa	bisa	bisa	1	13	mn
154165	phena	Pena	Pena	1	13	mn
156137	īś	IS	IS	1	13	2. P.
156263	chad	Cad	Cad	1	13	1. P.
157253	aṅgīkṛ	aNgIkf	aNgIkf	1	13	8.P.,8.Ā.
157284	vyadh	vyaD	vyaD	1	13	4. Ā.
157326	bādh	bAD	bAD	1	13	1. P.
157428	ruc	ruc	ruc	1	13	1. P.
157744	anujñā	anujYA	anujYA	1	13	9.P.,4.Ā.,9.Ā.
157812	anunī	anunI	anunI	1	13	1.P.,1.Ā.
157962	mā	mA	mA	1	13	4. P.
157988	anuyuj	anuyuj	anuyuj	1	13	7.Ā.,7.P.
158141	sac	sac	sac	0	13	1. P.
158876	abhiman	aBiman	aBiman	1	13	4.P.,8.Ā.,4.Ā.
159003	ślāgh	SlAG	SlAG	1	13	1. P.
159069	skhal	sKal	sKal	1	13	1. Ā.
159209	abhihan	aBihan	aBihan	1	13	4.P.,2.P.,2.Ā.
159591	muṣ	muz	muz	1	13	9. Ā.
159946	āviś	AviS	AviS	1	13	6.Ā.,6.P.
159993	āśvāsay	ASvAsay	ASvAsay	0	13	10.P.,10.Ā.
160226	uddiś	uddiS	uddiS	1	13	6.Ā.,6.P.
160284	udvah	udvah	udvah	1	13	1.P.,1.Ā.
160542	upavas	upavas	upavas	1	13	1.P.,2.P.,1.Ā.,2.Ā.
160654	upahan	upahan	upahan	1	13	1.Ā.,1.P.,2.P.,2.Ā.
161205	ghora	Gora	Gora	1	13	adj
161275	nigrah	nigrah	nigrah	1	13	9.P.,1.P.,9.Ā.
161342	niyam	niyam	niyam	1	13	1.P.,1.Ā.
162103	paribhū	pariBU	pariBU	1	13	1.P.,1.Ā.
162399	prajan	prajan	prajan	1	13	4.P.,1.P.,1.Ā.,4.Ā.
163121	prastu	prastu	prastu	1	13	2.Ā.,2.P.,6.Ā.,1.P.,5.P.
163182	prāh	prAh	prAh	1	13	1.P.
163189	preṣay	prezay	prezay	0	13	10.P.,10.Ā.
163281	vigrah	vigrah	vigrah	1	13	9.P.,1.P.,9.Ā.
163368	vinaś	vinaS	vinaS	1	13	1.P.,4.P.,4.Ā.
163597	vivṛ	vivf	vivf	1	13	9.P.,1.Ā.,1.P.,5.Ā.,5.P.
164208	caturdaśī	caturdaSI	caturdaSI	1	13	f
164247	caturtha	caturTa	caturTa	1	13	adj
165582	sambhāvay	samBAvay	samBAvay	0	13	10.P.,10.Ā.
202704	āśu	ASu	ASu	1	13	ind
202794	niyatam	niyatam	niyatam	1	13	ind
203383	prathamam	praTamam	praTamam	1	13	ind
209741	dūram	dUram	dUram	1	13	ind
1752	kapāla	kapAla	kapAla	1	12	mn
2604	karuṇa	karuRa	karuRa	1	12	adj
3818	kṛcchra	kfcCra	kfcCra	0	12	mn
3897	kṛpaṇa	kfpaRa	kfpaRa	1	12	adj
3993	kṛśa	kfSa	kfSa	1	12	adj
5484	akṣara	akzara	akzara	1	12	n
5605	akhila	aKila	aKila	1	12	adj
6265	aṅgiras	aNgiras	aNgiras	1	12	m
8859	saṃketa	saMketa	saNketa	1	12	m
9039	saṃgrāma	saMgrAma	saNgrAma	1	12	mn
9602	adhīna	aDIna	aDIna	1	12	adj
10103	anavadya	anavadya	anavadya	1	12	adj
10689	anukūla	anukUla	anukUla	1	12	adj
10789	anucita	anucita	anucita	1	12	adj
12534	kalaśa	kalaSa	kalaSa	1	12	mn
13606	kānta	kAnta	kAnta	1	12	adj
13840	kāmapāla	kAmapAla	kAmapAla	1	12	m
15512	patākā	patAkA	patAkA	1	12	f
20335	andhakāra	anDakAra	anDakAra	1	12	mn
20500	anyatas	anyatas	anyatas	1	12	ind
20631	anvita	anvita	anvita	1	12	adj
21204	apasarpa	apasarpa	apasarpa	1	12	m
21861	apsaras	apsaras	apsaras	1	12	f
23192	kāṣṭhā	kAzWA	kAzWA	1	12	f
25937	bheṣaja	Bezaja	Bezaja	1	12	n
27054	maṇḍapa	maRqapa	maRqapa	1	12	mfn
30171	samīra	samIra	samIra	1	12	m
31026	abhiṣeka	aBizeka	aBizeka	1	12	m
32064	ambā	ambA	ambA	1	12	f
33635	nārāyaṇa	nArAyaRa	nArAyaRa	1	12	m
35378	madya	madya	madya	1	12	n
36345	manohara	manohara	manohara	1	12	adj
38884	ṛju	fju	fju	1	12	adj
40052	ogha	oGa	oGa	1	12	m
40931	śreyas	Sreyas	Sreyas	1	12	adj
41364	śvāsa	SvAsa	SvAsa	1	12	m
42059	ṣoḍaśan	zoqaSan	zoqaSan	1	12	adj
46498	vāra	vAra	vAra	1	12	mn
46979	vāsin	vAsin	vAsin	1	12	adj
47638	viśikha	viSiKa	viSiKa	1	12	m
47927	vikṣepa	vikzepa	vikzepa	1	12	m
48079	vicitra	vicitra	vicitra	1	12	adj
52434	chattra	Cattra	Catra	1	12	n
54310	avantisundarī	avantisundarI	avantisundarI	1	12	f
55467	utkaṇṭhā	utkaRWA	utkaRWA	1	12	f
55526	utkarṣa	utkarza	utkarza	1	12	m
56069	utsaṅga	utsaNga	utsaNga	1	12	m
58097	ādeśa	AdeSa	AdeSa	1	12	m
59603	ārya	Arya	Arya	1	12	m
61404	asra	asra	asra	1	12	n
67745	vakṣas	vakzas	vakzas	1	12	n
71106	rāśi	rASi	rASi	1	12	mf
72271	maitrī	mEtrI	mEtrI	1	12	f
75360	vasudhā	vasuDA	vasuDA	1	12	f
76691	vānara	vAnara	vAnara	1	12	m
78920	māninī	mAninI	mAninI	1	12	f
79248	māruta	mAruta	mAruta	1	12	m
81087	lalāṭa	lalAwa	lalAwa	1	12	mn
86086	dūṣaṇa	dUzaRa	dUzaRa	1	12	n
89210	jīva	jIva	jIva	1	12	mn
89891	daiva	dEva	dEva	1	12	adj
96605	taraṃga	taraMga	taraNga	1	12	m
97183	tāmbūla	tAmbUla	tAmbUla	1	12	n
97207	tāmra	tAmra	tAmra	1	12	adj
100483	tvaṣṭṛ	tvazwf	tvazwf	1	12	m
100759	daṇḍanīti	daRqanIti	daRqanIti	1	12	f
102754	sthalī	sTalI	sTalI	1	12	f
112682	sāmarthya	sAmarTya	sAmarTya	1	12	n
112703	sāmānya	sAmAnya	sAmAnya	1	12	adj
113730	spṛhā	spfhA	spfhA	1	12	f
116441	śatakratu	Satakratu	Satakratu	1	12	m
116857	śarāva	SarAva	SarAva	1	12	mn
118154	vai	vE	vE	1	12	ind
120955	vyatikara	vyatikara	vyatikara	1	12	m
121824	svara	svara	svara	1	12	m
125334	gotra	gotra	gotra	1	12	mn
125876	śuddhi	SudDi	SudDi	1	12	f
126092	śīghra	SIGra	SIGra	1	12	adj
128488	gagana	gagana	gagana	1	12	n
131358	śālā	SAlA	SAlA	1	12	f
133103	mithyā	miTyA	miTyA	1	12	ind
133457	kautuka	kOtuka	kOtuka	1	12	n
133862	kraya	kraya	kraya	1	12	m
135410	kṣamā	kzamA	kzamA	1	12	f
138643	vilocana	vilocana	vilocana	1	12	n
140420	pratyākhyāna	pratyAKyAna	pratyAKyAna	1	12	n
140842	pradīpa	pradIpa	pradIpa	1	12	m
140873	pradhāna	praDAna	praDAna	1	12	n
143101	vedhas	veDas	veDas	1	12	m
144688	pulaka	pulaka	pulaka	1	12	n
145337	pūṣan	pUzan	pUzan	1	12	m
146676	dāruṇa	dAruRa	dAruRa	1	12	adj
150921	peśala	peSala	peSala	1	12	adj
151327	praṇāma	praRAma	praRAma	1	12	m
151749	pratāpa	pratApa	pratApa	1	12	m
154103	phalaka	Palaka	Palaka	1	12	n
155425	pramukha	pramuKa	pramuKa	1	12	adj
155496	prayojana	prayojana	prayojana	1	12	n
156130	indh	inD	inD	1	12	2. Ā.
156156	kamp	kamp	kamp	1	12	1. P.
156176	kﾱp	kp	kp	0	12	1. P.
156183	krudh	kruD	kruD	1	12	4. Ā.
156261	ceṣṭ	cezw	cezw	1	12	1. Ā.
157236	tuṣ	tuz	tuz	1	12	4. Ā.
157320	adhiruh	aDiruh	aDiruh	1	12	1.P.,1.Ā.
157564	atī	atI	atI	1	12	1.P.,2.P.,2.Ā.
158080	sic	sic	sic	1	12	4. Ā.
158121	śikṣay	Sikzay	Sikzay	0	12	10. Ā.
158392	dhṛṣ	Dfz	Dfz	1	12	1. P.
158878	abhimantray	aBimantray	aBimantray	0	12	Denom.P.,Denom.Ā.
158953	van	van	van	1	12	6. P.
159062	abhiṣic	aBizic	aBizic	1	12	4.P.,6.Ā.,6.P.
159170	abhisṛ	aBisf	aBisf	1	12	1.Ā.,1.P.,3.P.,3.Ā.
159203	smi	smi	smi	1	12	1. P.
159536	avadhū	avaDU	avaDU	1	12	5.Ā.,5.P.
159581	majj	majj	majj	1	12	1. Ā.
159612	avarudh	avaruD	avaruD	1	12	7.Ā.,7.P.
159780	ādṛ	Adf	Adf	1	12	1.Ā.,1.P.
160320	unmad	unmad	unmad	1	12	1.P.,4.P.,4.Ā.
160384	upajan	upajan	upajan	1	12	4.P.,1.P.,1.Ā.,4.Ā.
161067	caṇḍavarman	caRqavarman	caRqavarman	1	12	m
161326	nimajj	nimajj	nimajj	1	12	1.P.,1.Ā.
161365	nirīkṣ	nirIkz	nirIkz	1	12	1.Ā.,1.P.
161709	pariṇī	pariRI	pariRI	1	12	1.P.,2.P.,1.Ā.
162165	parivṛ	parivf	parivf	1	12	5.Ā.,5.P.
162427	praṇipat	praRipat	praRipat	1	12	1.P.
163138	prasvap	prasvap	prasvap	1	12	1.P.,2.P.,1.Ā.,2.Ā.
163317	vitan	vitan	vitan	1	12	8.P.,8.Ā.
164234	caturviṃśati	caturviMSati	caturviMSati	1	12	f
164632	vyāp	vyAp	vyAp	1	12	5.Ā.,5.P.
164908	saṃjan	saMjan	saYjan	1	12	1.P.,1.Ā.,4.Ā.
165954	catuṣṭaya	catuzwaya	catuzwaya	1	12	fn
167731	yathāsukham	yaTAsuKam	yaTAsuKam	1	12	ind
169385	maghavan	maGavan	maGavan	1	12	m
169535	nagarī	nagarI	nagarI	1	12	f
170744	pravāsay	pravAsay	pravAsay	0	12	10.P.
202860	cirāt	cirAt	cirAt	1	12	ind
216268	apa	apa	apa	1	12	ind
742	kaṭākṣa	kawAkza	kawAkza	1	11	m
1239	kaṭu	kawu	kawu	1	11	adj
1624	kanda	kanda	kanda	1	11	mn
1984	kapha	kaPa	kaPa	1	11	m
2713	karkaśa	karkaSa	karkaSa	1	11	adj
3027	kuśala	kuSala	kuSala	1	11	n
5396	akṣa	akza	akza	1	11	m
8830	saṃkalpa	saMkalpa	saNkalpa	1	11	m
10204	analpa	analpa	analpa	1	11	adj
10783	anucara	anucara	anucara	1	11	m
10941	anunaya	anunaya	anunaya	1	11	m
11898	antarikṣa	antarikza	antarikza	1	11	n
13608	kāntā	kAntA	kAntA	1	11	f
18287	saptama	saptama	saptama	1	11	adj
19371	parimala	parimala	parimala	1	11	m
19814	parihāsa	parihAsa	parihAsa	1	11	m
21493	apāya	apAya	apAya	1	11	m
22039	abhaya	aBaya	aBaya	1	11	n
22991	kāvya	kAvya	kAvya	1	11	mn
25195	bhūsura	BUsura	BUsura	1	11	m
25548	bhūyas	BUyas	BUyas	1	11	adj
26752	majjan	majjan	majjan	1	11	m
29361	samakṣa	samakza	samakza	1	11	adj
30185	samucita	samucita	samucita	1	11	adj
30826	abhiyoga	aBiyoga	aBiyoga	1	11	m
31658	amara	amara	amara	1	11	m
31738	amala	amala	amala	1	11	adj
32464	aye	aye	aye	1	11	ind
32649	arāti	arAti	arAti	1	11	m
33436	nānāvidha	nAnAviDa	nAnAviDa	1	11	adj
34944	nicaya	nicaya	nicaya	1	11	m
35445	madhukara	maDukara	maDukara	1	11	m
36151	manu	manu	manu	1	11	m
37867	mahātman	mahAtman	mahAtman	1	11	adj
40729	śrīmat	SrImat	SrImat	1	11	adj
41201	śloka	Sloka	Sloka	1	11	m
41963	ṣaṣṭha	zazWa	zazWa	1	11	adj
42601	dhārmika	DArmika	DArmika	1	11	adj
43076	dhenu	Denu	Denu	1	11	f
43197	dhyāna	DyAna	DyAna	1	11	mn
45378	upayoga	upayoga	upayoga	1	11	m
45540	upavana	upavana	upavana	1	11	n
47114	vāstuka	vAstuka	vAstuka	1	11	mn
48528	bhaginī	BaginI	BaginI	1	11	f
49553	bhāgya	BAgya	BAgya	1	11	n
50036	bhās	BAs	BAs	1	11	fn
53938	avakāśa	avakASa	avakASa	1	11	m
54122	avataṃsa	avataMsa	avataMsa	1	11	mn
54565	avalokana	avalokana	avalokana	1	11	n
54611	avaśeṣa	avaSeza	avaSeza	1	11	mn
54634	avas	avas	avas	1	11	n
54683	avasāna	avasAna	avasAna	1	11	n
55360	ujjayinī	ujjayinI	ujjayinI	1	11	f
56362	udanta	udanta	udanta	1	11	m
57620	āṭavika	Awavika	Awavika	1	11	m
57740	ātura	Atura	Atura	1	11	adj
58545	ānvīkṣikī	AnvIkzikI	AnvIkzikI	1	11	f
59177	āyāsa	AyAsa	AyAsa	1	11	m
59180	āyasa	Ayasa	Ayasa	1	11	adj
60036	aśoka	aSoka	aSoka	1	11	m
62317	āliṅgana	AliNgana	AliNgana	1	11	fn
62355	āloka	Aloka	Aloka	1	11	m
62662	āśu	ASu	ASu	1	11	adj
65418	rakṣas	rakzas	rakzas	1	11	n
66636	rata	rata	rata	1	11	n
71896	rūkṣa	rUkza	rUkza	1	11	adj
73478	yathārha	yaTArha	yaTArha	1	11	adj
74601	vartana	vartana	vartana	1	11	n
75475	vasana	vasana	vasana	1	11	n
76427	vājin	vAjin	vAjin	1	11	m
78097	mahīpati	mahIpati	mahIpati	1	11	m
79193	māra	mAra	mAra	1	11	m
80481	laguḍa	laguqa	laguqa	1	11	m
80712	laṅghana	laNGana	laNGana	1	11	n
85591	durbala	durbala	durbala	1	11	adj
85622	durbhikṣa	durBikza	durBikza	1	11	mn
85900	duṣkara	duzkara	duzkara	1	11	adj
87769	jambuka	jambuka	jambuka	1	11	m
88104	jalada	jalada	jalada	1	11	m
88590	jātavedas	jAtavedas	jAtavedas	1	11	m
88724	jānu	jAnu	jAnu	1	11	mn
89626	jñāti	jYAti	jYAti	1	11	m
91276	dvija	dvija	dvija	1	11	m
91389	dviṣ	dviz	dviz	1	11	adj
95220	jyeṣṭha	jyezWa	jyezWa	1	11	adj
96738	taruṇī	taruRI	taruRI	1	11	f
96939	taviṣī	tavizI	tavizI	0	11	f
98963	sūkṣma	sUkzma	sUkzma	1	11	adj
100076	sopāna	sopAna	sopAna	1	11	mn
103378	snāyu	snAyu	snAyu	1	11	fn
109125	harmya	harmya	harmya	1	11	n
109423	hava	hava	hava	1	11	m
109986	hita	hita	hita	1	11	n
112333	sānu	sAnu	sAnu	1	11	mn
113624	siṃhavarman	siMhavarman	siMhavarman	1	11	m
114308	srotas	srotas	srotas	1	11	n
119030	vyasanin	vyasanin	vyasanin	1	11	adj
121098	vyāja	vyAja	vyAja	1	11	m
121667	svana	svana	svana	1	11	m
121803	svāhā	svAhA	svAhA	1	11	ind
122903	vināśa	vinASa	vinASa	1	11	m
124515	guṇavat	guRavat	guRavat	1	11	adj
127190	śūdra	SUdra	SUdra	1	11	m
127368	śobhin	SoBin	SoBin	1	11	adj
128130	śaśaka	SaSaka	SaSaka	1	11	m
130428	śaśvat	SaSvat	SaSvat	1	11	ind
131026	śarman	Sarman	Sarman	1	11	n
131040	śalya	Salya	Salya	1	11	mn
133170	māṣaka	mAzaka	mAzaka	1	11	mn
134662	krūra	krUra	krUra	1	11	adj
135368	kṣatra	kzatra	kzatra	1	11	n
135530	kṣudra	kzudra	kzudra	1	11	adj
138239	virūpa	virUpa	virUpa	1	11	adj
139253	viśrambha	viSramBa	viSramBa	1	11	m
139463	viṣṭi	vizwi	vizwi	1	11	f
140836	pradeśa	pradeSa	pradeSa	1	11	m
140972	prabhava	praBava	praBava	1	11	m
140981	prabhu	praBu	praBu	1	11	adj
141005	pramadā	pramadA	pramadA	1	11	f
143780	puratas	puratas	puratas	1	11	ind
144792	puṣpapura	puzpapura	puzpapura	1	11	n
146538	dahana	dahana	dahana	1	11	m
146592	dāman	dAman	dAman	1	11	mn
147801	bahula	bahula	bahula	1	11	adj
148891	bāhulya	bAhulya	bAhulya	1	11	n
149015	budha	buDa	buDa	1	11	adj
149026	bodha	boDa	boDa	1	11	m
150094	pṛṣṭhatas	pfzWatas	pfzWatas	1	11	ind
150983	pota	pota	pota	1	11	mn
151053	pauruṣa	pOruza	pOruza	1	11	n
151882	praṇayin	praRayin	praRayin	1	11	adj
152149	prāṇin	prARin	prARin	1	11	m
154363	balin	balin	balin	1	11	adj
155521	pralaya	pralaya	pralaya	1	11	m
156121	aś	aS	aS	1	11	1. Ā.
156134	īḍ	Iq	Iq	1	11	2. P.
156193	kṣam	kzam	kzam	1	11	1. P.
156221	gāh	gAh	gAh	1	11	1. P.
156233	gras	gras	gras	1	11	1. Ā.
157149	jṛ	jf	jf	1	11	6. P.
157761	dūṣay	dUzay	dUzay	1	11	10. Ā.
157898	anupraviś	anupraviS	anupraviS	1	11	6.Ā.,6.P.
157987	anuyā	anuyA	anuyA	1	11	2.P.,2.Ā.
157993	rañj	raYj	raYj	1	11	6. Ā.
158038	varṇay	varRay	varRay	1	11	Denom. Ā.
158613	coday	coday	coday	0	11	10. Ā.
158690	abhinand	aBinand	aBinand	1	11	1.P.,1.Ā.
