dcs_id	dcs_lemma_iast	slp1	normkey	in_cdsl	token_count	grammar
37875	tad	tad	tad	1	3734	pron
157144	ca	ca	ca	1	3385	ind
37879	mad	mad	mad	1	1917	pron
43432	na	na	na	1	1648	ind
63331	iti	iti	iti	1	1512	ind
21365	api	api	api	1	1480	ind
37876	idam	idam	idam	1	1181	pron
39754	eva	eva	eva	1	1170	ind
37880	tvad	tvad	tvad	1	1158	pron
156168	kṛ	kf	kf	1	1073	2. Ā.
37877	yad	yad	yad	1	916	pron
75765	vā	vA	vA	1	811	ind
156122	as	as	as	1	782	2. P.
37878	ka	ka	ka	1	723	pron
63807	iva	iva	iva	1	632	ind
70467	rājan	rAjan	rAjan	1	588	m
157250	bhū	BU	BU	1	572	1. Ā.
157264	vac	vac	vac	1	567	2. P.
82701	tu	tu	tu	1	550	ind
163744	etad	etad	etad	1	541	pron
156214	gam	gam	gam	1	528	6. Ā.
104444	sarva	sarva	sarva	1	435	pron
202954	sa	sa	sa	1	429	ind
95987	tathā	taTA	taTA	1	427	ind
109879	hi	hi	hi	1	404	ind
53136	artha	arTa	arTa	1	401	mn
95922	tatas	tatas	tatas	1	391	ind
86559	deva	deva	deva	1	390	m
114356	sva	sva	sva	1	380	adj
213048	a	a	a	1	325	ind
157262	brū	brU	brU	1	322	6. P.
164309	kaścit	kaScit	kaScit	0	318	pron
157766	dṛś	dfS	dfS	1	317	4. Ā.
39102	eka	eka	eka	1	309	pron
57973	ādi	Adi	Adi	1	303	m
95978	tatra	tatra	tatra	1	301	ind
163754	tva	tva	tva	1	298	n
5705	agni	agni	agni	1	295	m
7467	atha	aTa	aTa	1	293	ind
63463	indra	indra	indra	1	282	m
164189	anya	anya	anya	1	282	pron
57749	ātman	Atman	Atman	1	280	m
87452	jana	jana	jana	1	280	m
157372	dā	dA	dA	1	280	1. Ā.
157340	sthā	sTA	sTA	1	277	1. Ā.
100722	daṇḍa	daRqa	daRqa	1	273	mn
203679	tā	tA	tA	1	268	f
12243	karman	karman	karman	1	261	n
37544	mahat	mahat	mahat	1	256	adj
204329	su	su	su	1	256	ind
143659	punar	punar	punar	1	250	ind
163742	adas	adas	adas	1	245	pron
157409	śru	Sru	Sru	1	244	4. P.
163234	para	para	para	1	241	pron
213041	ā	A	A	1	241	ind
39758	evam	evam	evam	1	230	ind
73250	yathā	yaTA	yaTA	1	227	ind
156124	ah	ah	ah	1	221	1. P.
49231	bhavat	Bavat	Bavat	1	200	adj
124503	guṇa	guRa	guRa	1	198	mn
167215	ati	ati	ati	1	197	ind
73226	yatas	yatas	yatas	1	195	ind
136827	mukha	muKa	muKa	1	191	n
1340	katham	kaTam	kaTam	1	189	ind
134289	kva	kva	kva	1	189	ind
157263	yā	yA	yA	1	176	2. Ā.
33528	nāma	nAma	nAma	1	175	ind
22761	kāla	kAla	kAla	1	173	m
69571	rasa	rasa	rasa	1	172	mn
157282	han	han	han	1	171	8. P.
7442	atra	atra	atra	1	168	ind
105774	saha	saha	saha	1	168	ind
144475	putra	putra	putra	1	168	m
159723	āgam	Agam	Agam	1	166	6.P.,1.P.,1.Ā.
153185	priya	priya	priya	1	165	adj
68470	vana	vana	vana	1	164	n
108715	hari	hari	hari	1	163	m
93551	pāda	pAda	pAda	1	158	m
36096	manas	manas	manas	1	156	n
73227	yat	yat	yat	1	155	ind
90455	dravya	dravya	dravya	1	154	n
166517	hasta	hasta	hasta	1	152	mn
156584	jan	jan	jan	1	151	4. P.
9140	sakhī	saKI	saKI	1	150	f
139262	viśva	viSva	viSva	1	149	pron
63959	iha	iha	iha	1	148	ind
71929	rūpa	rUpa	rUpa	1	148	n
73699	yadi	yadi	yadi	1	147	ind
158058	vid	vid	vid	1	147	1. Ā.
6823	atas	atas	atas	1	146	ind
125251	gṛha	gfha	gfha	1	143	mn
157151	jñā	jYA	jYA	1	142	4. Ā.
154076	phala	Pala	Pala	1	141	n
94899	pitṛ	pitf	pitf	1	140	m
144647	puruṣa	puruza	puruza	1	140	m
87204	deśa	deSa	deSa	1	138	m
15753	pada	pada	pada	1	137	mn
156154	kathay	kaTay	kaTay	1	136	10. Ā.
158020	labh	laB	laB	1	136	1. P.
145625	pūrva	pUrva	pUrva	1	135	pron
116433	śata	Sata	Sata	1	134	mn
48908	bhaya	Baya	Baya	1	133	n
13752	kāma	kAma	kAma	1	132	m
14320	kārya	kArya	kArya	1	132	n
157281	muc	muc	muc	1	132	6. Ā.
163749	pati	pati	pati	1	132	m
36523	mantrin	mantrin	mantrin	1	131	m
82069	tāvat	tAvat	tAvat	1	130	ind
157688	kāray	kAray	kAray	0	130	10. Ā.
135840	mitra	mitra	mitra	1	129	mn
166401	enad	enad	enad	1	128	pron
25418	bhūmi	BUmi	BUmi	1	127	f
154412	bahu	bahu	bahu	1	127	adj
156232	grah	grah	grah	1	126	4. P.
163158	prāp	prAp	prAp	1	126	1.P.,5.Ā.,4.P.,5.P.
157266	vad	vad	vad	1	125	1. Ā.
166282	tri	tri	tri	1	125	nr
91970	dharma	Darma	Darma	1	124	mn
154315	bala	bala	bala	1	123	mn
157259	nī	nI	nI	1	123	2. P.
90071	doṣa	doza	doza	1	121	mn
157298	yuj	yuj	yuj	1	121	1. P.
102857	sthāna	sTAna	sTAna	1	118	n
7682	adya	adya	adya	1	116	ind
157390	paś	paS	paS	1	116	4. Ā.
69955	rāga	rAga	rAga	1	113	m
135351	kṣaṇa	kzaRa	kzaRa	1	111	m
49485	bhāga	BAga	BAga	1	108	m
73233	yatra	yatra	yatra	1	108	ind
166280	apara	apara	apara	1	108	pron
36369	mantra	mantra	mantra	1	107	mn
70493	rājya	rAjya	rAjya	1	107	n
102548	strī	strI	strI	1	106	f
106817	sukha	suKa	suKa	1	105	n
168377	div	div	div	1	105	m
96104	tadā	tadA	tadA	1	104	ind
166283	dvi	dvi	dvi	1	104	nr
91589	dhana	Dana	Dana	1	103	n
163351	vidhā	viDA	viDA	1	102	3.Ā.,3.P.
65008	yoga	yoga	yoga	1	101	m
66869	loka	loka	loka	1	100	m
166107	sama	sama	sama	1	100	pron
74430	varṇa	varRa	varRa	1	99	mn
137542	mūla	mUla	mUla	1	99	mn
167498	vat	vat	vat	1	98	ind
110583	hṛdaya	hfdaya	hfdaya	1	97	n
137625	mṛga	mfga	mfga	1	97	m
163055	praviś	praviS	praviS	1	97	4.P.,6.Ā.,6.P.
67855	vacana	vacana	vacana	1	96	n
157327	dhā	DA	DA	1	95	1. P.
157412	hā	hA	hA	1	95	1. P.
6145	aṅga	aNga	aNga	1	94	n
33597	nāman	nAman	nAman	1	94	n
156131	iṣ	iz	iz	1	94	1. P.
40462	śrī	SrI	SrI	1	93	f
121784	svāmin	svAmin	svAmin	1	93	m
96855	tala	tala	tala	1	92	mn
209495	kim	kim	kim	1	92	ind
157397	pracch	pracC	pracC	0	91	1. P.
157929	bandh	banD	banD	1	91	4. P.
166386	go	go	go	1	90	mf
213304	an	an	an	1	90	ind
78185	mātra	mAtra	mAtra	1	89	n
170120	mā	mA	mA	1	89	ind
26897	maṇi	maRi	maRi	1	88	m
163231	catur	catur	catur	1	88	nr
15386	paṇa	paRa	paRa	1	87	m
66168	ratna	ratna	ratna	1	86	mn
216733	vi	vi	vi	1	86	ind
11865	antara	antara	antara	1	85	adj
52168	ced	ced	ced	1	85	ind
157261	pat	pat	pat	1	85	1. Ā.
157391	pā	pA	pA	1	85	1. Ā.
157945	bhid	Bid	Bid	1	85	3. P.
11658	anta	anta	anta	1	84	m
216277	pra	pra	pra	1	84	ind
49850	bhāva	BAva	BAva	1	83	m
157970	muh	muh	muh	1	83	4. Ā.
100106	soma	soma	soma	1	82	m
157294	man	man	man	1	82	1. Ā.
66339	ratha	raTa	raTa	1	81	m
146095	dāna	dAna	dAna	1	81	n
24793	kula	kula	kula	1	79	n
78551	mātṛ	mAtf	mAtf	1	79	f
165692	pañcan	paYcan	paYcan	1	79	adj
1557	kanyā	kanyA	kanyA	1	78	f
51427	citra	citra	citra	1	78	adj
11866	antara	antara	antara	1	77	n
35810	madhya	maDya	maDya	1	77	n
156090	prāṇa	prARa	prARa	1	77	m
217401	id	id	id	1	77	ind
24502	kumāra	kumAra	kumAra	1	76	m
46119	upāya	upAya	upAya	1	76	m
142144	vīrya	vIrya	vIrya	1	76	n
156256	cintay	cintay	cintay	0	76	10. Ā.
156588	ji	ji	ji	1	76	9. P.
49047	bhartṛ	Bartf	Bartf	1	75	m
88026	jala	jala	jala	1	75	n
157404	vah	vah	vah	1	75	2. Ā.
55629	uttama	uttama	uttama	1	74	adj
116860	śarīra	SarIra	SarIra	1	74	n
138105	viraha	viraha	viraha	1	74	m
119534	svayam	svayam	svayam	1	73	ind
129336	gaṇa	gaRa	gaRa	1	73	m
167152	vadha	vaDa	vaDa	1	73	m
53831	alpa	alpa	alpa	1	72	adj
130098	gati	gati	gati	1	72	f
122846	vidhi	viDi	viDi	1	71	m
146419	darśana	darSana	darSana	1	71	n
159774	ādā	AdA	AdA	1	71	3.Ā.,1.P.,3.P.,4.Ā.
170735	sakhi	saKi	saKi	1	71	m
34970	nija	nija	nija	1	70	adj
90994	dviguṇa	dviguRa	dviguRa	1	70	adj
149743	brāhmaṇa	brAhmaRa	brAhmaRa	1	70	m
44486	nava	nava	nava	1	69	adj
76023	vāc	vAc	vAc	1	69	f
85108	duḥkha	duHKa	duHKa	1	69	n
86111	duhitṛ	duhitf	duhitf	1	69	f
111378	sahasra	sahasra	sahasra	1	69	mn
157267	vṛt	vft	vft	1	69	3. P.
164451	caraṇa	caraRa	caraRa	1	69	mn
217142	cit	cit	cit	1	69	ind
5937	agra	agra	agra	1	68	n
27395	madana	madana	madana	1	68	mn
103429	sneha	sneha	sneha	1	68	mn
110756	hetu	hetu	hetu	1	68	m
131805	śiras	Siras	Siras	1	68	n
55672	uttara	uttara	uttara	1	67	adj
139407	viṣa	viza	viza	1	67	n
202768	ciram	ciram	ciram	1	67	ind
14116	kāraṇa	kAraRa	kAraRa	1	66	n
15540	pattra	pattra	patra	1	66	mn
36632	manda	manda	manda	1	66	adj
85811	durga	durga	durga	1	66	n
86502	dṛṣṭi	dfzwi	dfzwi	1	66	f
145433	puṣpa	puzpa	puzpa	1	66	n
27079	maṇḍala	maRqala	maRqala	1	65	mfn
44212	nayana	nayana	nayana	1	65	n
66668	rati	rati	rati	1	65	f
80779	latā	latA	latA	1	65	f
84570	diś	diS	diS	1	65	f
141805	vṛtti	vftti	vftti	0	65	f
156249	car	car	car	1	65	1. Ā.
157768	darśay	darSay	darSay	0	65	10. Ā.
31771	amātya	amAtya	amAtya	1	64	m
78842	māna	mAna	mAna	1	64	m
89644	jñāna	jYAna	jYAna	1	64	n
131506	śāstra	SAstra	SAstra	1	64	n
44242	nara	nara	nara	1	63	m
67102	locana	locana	locana	1	63	n
87156	devī	devI	devI	1	63	f
98826	suhṛd	suhfd	suhfd	1	63	m
109702	hastin	hastin	hastin	1	63	m
116648	śabda	Sabda	Sabda	1	63	m
157991	rakṣ	rakz	rakz	1	63	4. P.
158146	sidh	siD	siD	1	63	4. Ā.
166836	anu	anu	anu	1	63	ind
167614	antar	antar	antar	1	63	ind
1297	kathā	kaTA	kaTA	1	62	f
2230	kara	kara	kara	1	62	m
11585	aneka	aneka	aneka	1	62	adj
121245	vidyā	vidyA	vidyA	1	62	f
148382	buddhi	budDi	budDi	1	62	f
64536	yāvat	yAvat	yAvat	1	61	ind
106233	siddhi	sidDi	sidDi	1	61	f
113531	siṃha	siMha	siMha	1	61	m
140448	prathama	praTama	praTama	1	61	adj
160734	upe	upe	upe	1	61	2.P.,2.Ā.
203521	tasmāt	tasmAt	tasmAt	1	61	ind
70323	rājavāhana	rAjavAhana	rAjavAhana	1	60	m
79293	mārga	mArga	mArga	1	60	m
89602	jña	jYa	jYa	1	60	adj
138935	viṣaya	vizaya	vizaya	1	60	mn
3109	kusuma	kusuma	kusuma	1	59	n
4957	kopa	kopa	kopa	1	59	m
90906	dvāra	dvAra	dvAra	1	59	n
156127	i	i	i	1	59	9. P.
157146	jīv	jIv	jIv	1	59	1. Ā.
167009	ap	ap	ap	1	59	m
167010	kadācid	kadAcid	kadAcid	0	59	ind
25880	bheda	Beda	Beda	1	58	m
35443	madhu	maDu	maDu	1	58	n
69149	vara	vara	vara	1	58	adj
157371	dah	dah	dah	1	58	2. P.
157561	hvā	hvA	hvA	1	58	1. P.
157949	anubhū	anuBU	anuBU	1	58	1.P.,1.Ā.
158150	anuṣṭhā	anuzWA	anuzWA	1	58	1.P.,1.Ā.
13105	kāka	kAka	kAka	1	57	m
15415	paṇya	paRya	paRya	1	57	n
92800	paścāt	paScAt	paScAt	1	57	ind
96401	tapas	tapas	tapas	1	57	n
102830	stha	sTa	sTa	1	57	adj
115509	śatru	Satru	Satru	1	57	m
158636	tyaj	tyaj	tyaj	1	57	3. P.
14543	pakṣa	pakza	pakza	1	56	m
25207	bhūta	BUta	BUta	1	56	mn
30149	samīpa	samIpa	samIpa	1	56	n
51356	citta	citta	citta	1	56	n
73645	yadā	yadA	yadA	1	56	ind
80425	lakṣya	lakzya	lakzya	1	56	n
89894	daiva	dEva	dEva	1	56	n
124569	guru	guru	guru	1	56	m
126217	śīla	SIla	SIla	1	56	mn
153639	bandhu	banDu	banDu	1	56	m
157283	vas	vas	vas	1	56	2. Ā.
27316	mada	mada	mada	1	55	m
42703	dhīra	DIra	DIra	1	55	adj
56229	udaka	udaka	udaka	1	55	n
58617	āpad	Apad	Apad	1	55	f
112959	sāra	sAra	sAra	1	55	mn
137432	muni	muni	muni	1	55	m
142781	vṛddha	vfdDa	vfdDa	1	55	adj
151147	prakṛti	prakfti	prakfti	1	55	f
157616	dhṛ	Df	Df	1	55	4. Ā.
160135	utthā	utTA	utTA	1	55	1.P.,1.Ā.
171323	sam	sam	sam	1	55	ind
7907	adhika	aDika	aDika	1	54	adj
17663	saṃdhi	saMDi	sanDi	1	54	mf
52879	ja	ja	ja	1	54	adj
69400	varga	varga	varga	1	54	m
75767	vāta	vAta	vAta	1	54	m
89392	jīvita	jIvita	jIvita	1	54	n
90781	dvaya	dvaya	dvaya	1	54	n
139220	viśeṣa	viSeza	viSeza	1	54	m
156126	ās	As	As	1	54	4. P.
159624	avalokay	avalokay	avalokay	0	54	10.P.,10.Ā.
213150	u	u	u	1	54	ind
8639	sakala	sakala	sakala	1	53	adj
60200	aśva	aSva	aSva	1	53	m
63350	ityādi	ityAdi	ityAdi	1	53	adj
64099	īśvara	ISvara	ISvara	1	53	m
109141	harṣa	harza	harza	1	53	m
133808	kriyā	kriyA	kriyA	1	53	f
137584	mūlya	mUlya	mUlya	1	53	n
157419	bhṛ	Bf	Bf	1	53	1. Ā.
2075	kamala	kamala	kamala	1	52	mn
9632	adhyakṣa	aDyakza	aDyakza	1	52	m
92688	paśu	paSu	paSu	1	52	m
101178	damanaka	damanaka	damanaka	1	52	m
109021	maya	maya	maya	1	52	adj
120990	vyaya	vyaya	vyaya	1	52	m
124568	guru	guru	guru	1	52	adj
153605	bandha	banDa	banDa	1	52	m
160029	svap	svap	svap	1	52	1. Ā.
23494	kila	kila	kila	1	51	ind
35704	madhura	maDura	maDura	1	51	adj
49622	bhāṇḍa	BARqa	BARqa	1	51	n
51687	cetas	cetas	cetas	1	51	n
68437	vadhū	vaDU	vaDU	1	51	f
80283	lakṣaṇa	lakzaRa	lakzaRa	1	51	n
116797	śara	Sara	Sara	1	51	m
147072	dina	dina	dina	1	51	mn
154232	bandhana	banDana	banDana	1	51	n
158167	smṛ	smf	smf	1	51	1. Ā.
168349	ahar	ahar	ahar	1	51	n
169779	upa	upa	upa	1	51	ind
1051	kaṇṭha	kaRWa	kaRWa	1	50	m
2744	karṇa	karRa	karRa	1	50	m
98257	suvarṇa	suvarRa	suvarRa	1	50	n
151755	prati	prati	prati	1	50	ind
52690	chāyā	CAyA	CAyA	1	49	f
59356	ārambha	AramBa	AramBa	1	49	m
63389	idānīm	idAnIm	idAnIm	1	49	ind
123966	gir	gir	gir	1	49	f
129307	gaja	gaja	gaja	1	49	m
203488	bhūyas	BUyas	BUyas	1	49	ind
5065	kośa	koSa	koSa	1	48	mn
7788	adhara	aDara	aDara	1	48	m
33334	nātha	nATa	nATa	1	48	m
37014	marut	marut	marut	1	48	m
74765	varṣa	varza	varza	1	48	mn
78721	mādhava	mADava	mADava	1	48	m
87673	janman	janman	janman	1	48	n
116305	śakti	Sakti	Sakti	1	48	f
131110	śastra	Sastra	Sastra	1	48	n
156227	guh	guh	guh	1	48	6. P.
157558	hṛ	hf	hf	1	48	2. P.
157973	mṛ	mf	mf	1	48	4. Ā.
158830	śudh	SuD	SuD	1	48	7. P.
164616	vyākhyā	vyAKyA	vyAKyA	1	48	2.P.,2.Ā.
48731	bhadra	Badra	Badra	1	47	adj
63136	āhāra	AhAra	AhAra	1	47	m
67908	vajra	vajra	vajra	1	47	mn
146892	divasa	divasa	divasa	1	47	mn
150027	pṛthivī	pfTivI	pfTivI	1	47	f
158673	abhidhā	aBiDA	aBiDA	1	47	3.Ā.,3.P.
159469	bhī	BI	BI	1	47	1. P.
161797	cakṣus	cakzus	cakzus	1	47	n
162415	praṇam	praRam	praRam	1	47	1.P.,1.Ā.
9614	adhunā	aDunA	aDunA	1	46	ind
14637	pakṣin	pakzin	pakzin	1	46	m
41703	ṣaṣ	zaz	zaz	1	46	adj
55443	uta	uta	uta	1	46	ind
68347	vadana	vadana	vadana	1	46	n
70626	rātri	rAtri	rAtri	1	46	f
78988	mānasa	mAnasa	mAnasa	1	46	n
83500	taila	tEla	tEla	1	46	n
141662	vṛkṣa	vfkza	vfkza	1	46	m
145628	pūrvam	pUrvam	pUrvam	1	46	ind
147846	bāṇa	bARa	bARa	1	46	m
156948	grāma	grAma	grAma	1	46	mn
157334	vṛdh	vfD	vfD	1	46	6. P.
160529	upalabh	upalaB	upalaB	1	46	1.Ā.,1.P.
36010	mati	mati	mati	1	45	f
63411	indu	indu	indu	1	45	m
63664	indriya	indriya	indriya	1	45	n
72936	yajña	yajYa	yajYa	1	45	m
86123	dūta	dUta	dUta	1	45	m
87093	devatā	devatA	devatA	1	45	f
91820	dhanus	Danus	Danus	1	45	n
93275	pāṇi	pARi	pARi	1	45	m
103394	snigdha	snigDa	snigDa	1	45	adj
116774	śayana	Sayana	Sayana	1	45	n
159171	sādhay	sADay	sADay	1	45	10. Ā.
159698	ākarṇay	AkarRay	AkarRay	1	45	Denom. Ā.
163578	vilokay	vilokay	vilokay	0	45	10.P.,10.Ā.
2379	karaṇa	karaRa	karaRa	1	44	n
81729	līlā	lIlA	lIlA	1	44	f
89764	deha	deha	deha	1	44	mn
128848	khalu	Kalu	Kalu	1	44	ind
146511	daśan	daSan	daSan	1	44	adj
156265	chid	Cid	Cid	1	44	1. P.
157916	sthāpay	sTApay	sTApay	0	44	10. Ā.
158120	śak	Sak	Sak	1	44	4. P.
159806	ānī	AnI	AnI	1	44	1.P.,1.Ā.
169021	nṛ	nf	nf	1	44	m
216732	ni	ni	ni	1	44	ind
12562	kalā	kalA	kalA	1	43	f
53321	ardha	arDa	arDa	1	43	adj
68906	vapus	vapus	vapus	1	43	n
86146	dūra	dUra	dUra	1	43	adj
113935	smita	smita	smita	1	43	n
141016	pramāṇa	pramARa	pramARa	1	43	mn
157709	anugam	anugam	anugam	1	43	1.P.,1.Ā.
157953	mad	mad	mad	1	43	3. P.
170168	nu	nu	nu	1	43	ind
203628	sat	sat	sat	1	43	adj
24343	kutas	kutas	kutas	1	42	ind
29025	netra	netra	netra	1	42	mn
70400	rājahaṃsa	rAjahaMsa	rAjahaMsa	1	42	m
75122	vaśa	vaSa	vaSa	1	42	m
92556	pallava	pallava	pallava	1	42	mn
129602	garbha	garBa	garBa	1	42	m
155687	prasāda	prasAda	prasAda	1	42	m
157624	spṛś	spfS	spfS	1	42	6. Ā.
157997	ram	ram	ram	1	42	4. Ā.
166808	pura	pura	pura	1	42	n
170015	pathin	paTin	paTin	0	42	m
171289	abhi	aBi	aBi	1	42	ind
2220	kara	kara	kara	1	41	adj
43702	nagara	nagara	nagara	1	41	mn
46659	vārttā	vArttA	vArtA	1	41	f
50449	bhuja	Buja	Buja	1	41	m
57561	ājñā	AjYA	AjYA	1	41	f
58114	ādara	Adara	Adara	1	41	m
80909	lābha	lABa	lABa	1	41	m
82598	tīra	tIra	tIra	1	41	n
99310	sūrya	sUrya	sUrya	1	41	m
99905	sainya	sEnya	sEnya	1	41	n
104107	saras	saras	saras	1	41	n
104309	sarpa	sarpa	sarpa	1	41	m
125242	gṛdhra	gfDra	gfDra	1	41	m
136357	muhur	muhur	muhur	1	41	ind
157870	janay	janay	janay	0	41	10. Ā.
159656	avasthā	avasTA	avasTA	1	41	1.P.,1.Ā.
161295	nidhā	niDA	niDA	1	41	3.Ā.,3.P.
166019	anaṅga	anaNga	anaNga	1	41	m
16405	parama	parama	parama	1	40	adj
20377	anna	anna	anna	1	40	n
20513	anyathā	anyaTA	anyaTA	1	40	ind
30049	samaya	samaya	samaya	1	40	m
32512	araṇya	araRya	araRya	1	40	n
36313	manoratha	manoraTa	manoraTa	1	40	mn
56116	utsava	utsava	utsava	1	40	m
67891	vacas	vacas	vacas	1	40	n
70209	rāja	rAja	rAja	1	40	m
76319	vāja	vAja	vAja	1	40	m
88861	jāla	jAla	jAla	1	40	n
102167	stana	stana	stana	1	40	mn
121616	vinā	vinA	vinA	1	40	ind
127336	śeṣa	Seza	Seza	1	40	mn
156252	cal	cal	cal	1	40	1. Ā.
157285	sad	sad	sad	1	40	6. P.
157306	vid	vid	vid	1	40	2. Ā.
157394	pṛ	pf	pf	1	40	5. P.
166332	bhū	BU	BU	1	40	f
169428	uṣas	uzas	uzas	1	40	f
15692	patha	paTa	paTa	1	39	m
43607	nakha	naKa	naKa	1	39	mn
45415	upari	upari	upari	1	39	ind
50986	cāpa	cApa	cApa	1	39	mn
75316	vasu	vasu	vasu	1	39	n
90821	dvādaśan	dvAdaSan	dvAdaSan	1	39	adj
91331	dvitīya	dvitIya	dvitIya	1	39	adj
100605	dakṣiṇa	dakziRa	dakziRa	1	39	adj
121045	vyasana	vyasana	vyasana	1	39	n
127781	śoka	Soka	Soka	1	39	m
137707	mṛdu	mfdu	mfdu	1	39	adj
140977	prabhāva	praBAva	praBAva	1	39	m
142807	vṛddhi	vfdDi	vfdDi	1	39	f
147894	bāla	bAla	bAla	1	39	m
154572	prayoga	prayoga	prayoga	1	39	m
159897	āruh	Aruh	Aruh	1	39	1.Ā.,1.P.,6.P.,6.Ā.
164358	candra	candra	candra	1	39	m
205731	tena	tena	tena	1	39	ind
32874	arka	arka	arka	1	38	m
35136	nidrā	nidrA	nidrA	1	38	f
39596	ekadā	ekadA	ekadA	1	38	ind
42661	dhī	DI	DI	1	38	f
51113	cāru	cAru	cAru	1	38	adj
51708	cintā	cintA	cintA	1	38	f
52026	cora	cora	cora	1	38	m
69862	rahas	rahas	rahas	1	38	n
76075	vākya	vAkya	vAkya	1	38	n
88630	jāti	jAti	jAti	1	38	f
96158	tanu	tanu	tanu	1	38	f
130008	gandha	ganDa	ganDa	1	38	mn
142153	vṛtra	vftra	vftra	1	38	m
151032	paura	pOra	pOra	1	38	m
153269	prīti	prIti	prIti	1	38	f
156147	arpay	arpay	arpay	1	38	10. Ā.
159849	bhakṣay	Bakzay	Bakzay	0	38	10. Ā.
164188	jagant	jagant	jagat	1	38	n
9023	saṃgraha	saMgraha	saNgraha	1	37	m
16633	satya	satya	satya	1	37	n
30612	sampad	sampad	sampad	1	37	f
43922	nanu	nanu	nanu	1	37	ind
47980	vigraha	vigraha	vigraha	1	37	mn
60164	aśru	aSru	aSru	1	37	mn
60435	aṣṭan	azwan	azwan	1	37	adj
94302	pārśva	pArSva	pArSva	1	37	mn
96703	taru	taru	taru	1	37	m
121081	vyāghra	vyAGra	vyAGra	1	37	m
126235	śuka	Suka	Suka	1	37	m
132505	śāsana	SAsana	SAsana	1	37	n
133175	māsa	mAsa	mAsa	1	37	mn
146659	dāra	dAra	dAra	1	37	mn
148859	bāhu	bAhu	bAhu	1	37	mf
158497	apahṛ	apahf	apahf	1	37	1.P.,1.Ā.
159182	bhram	Bram	Bram	1	37	4. Ā.
159902	lakṣay	lakzay	lakzay	1	37	10. Ā.
161344	niyuj	niyuj	niyuj	1	37	7.Ā.,7.P.
161495	niści	niSci	niSci	1	37	5.Ā.,5.P.
166083	saptan	saptan	saptan	1	37	adj
2524	karaṭaka	karawaka	karawaka	1	36	m
17277	sadyas	sadyas	sadyas	1	36	ind
20511	anyatra	anyatra	anyatra	1	36	ind
35895	madhyama	maDyama	maDyama	1	36	adj
41440	śveta	Sveta	Sveta	1	36	adj
42817	dhūma	DUma	DUma	1	36	mn
46179	ubhaya	uBaya	uBaya	1	36	adj
49804	bhāryā	BAryA	BAryA	1	36	f
52112	cūrṇa	cUrRa	cUrRa	1	36	mn
59604	ārya	Arya	Arya	1	36	adj
60409	aśvin	aSvin	aSvin	1	36	m
65578	rakta	rakta	rakta	1	36	adj
111085	hotṛ	hotf	hotf	1	36	m
114497	svabhāva	svaBAva	svaBAva	1	36	m
121851	haṃsa	haMsa	haMsa	1	36	m
123968	giri	giri	giri	1	36	m
156197	kṣi	kzi	kzi	1	36	4. Ā.
157357	adhiṣṭhā	aDizWA	aDizWA	1	36	1.P.,1.Ā.
157399	naś	naS	naS	1	36	1. P.
157809	śam	Sam	Sam	1	36	9. Ā.
159878	āyā	AyA	AyA	1	36	2.P.,2.Ā.
161755	cakravāka	cakravAka	cakravAka	1	36	m
4628	keśava	keSava	keSava	1	35	m
6223	aṅganā	aNganA	aNganA	1	35	f
25715	bhṛtya	Bftya	Bftya	1	35	m
28839	nūnam	nUnam	nUnam	1	35	ind
35023	nitya	nitya	nitya	1	35	adj
58264	ānana	Anana	Anana	1	35	n
61822	ākāra	AkAra	AkAra	1	35	m
64907	yuvati	yuvati	yuvati	1	35	f
69074	varuṇa	varuRa	varuRa	1	35	m
75493	vastra	vastra	vastra	1	35	mn
81872	lobha	loBa	loBa	1	35	m
84789	dīrgha	dIrGa	dIrGa	1	35	adj
94501	pāśa	pASa	pASa	1	35	m
95944	tattva	tattva	tattva	1	35	n
96528	tamas	tamas	tamas	1	35	n
105191	salila	salila	salila	1	35	n
118989	vyavahāra	vyavahAra	vyavahAra	1	35	m
139394	viśvāsa	viSvAsa	viSvAsa	1	35	m
142771	vṛttānta	vfttAnta	vfttAnta	0	35	mn
147329	bahis	bahis	bahis	1	35	ind
150748	prajā	prajA	prajA	1	35	f
152151	prātar	prAtar	prAtar	1	35	ind
157525	sev	sev	sev	1	35	4. P.
159596	racay	racay	racay	0	35	10. Ā.
161732	cakra	cakra	cakra	1	35	mn
163066	pravṛt	pravft	pravft	1	35	1.P.,1.Ā.
4480	keli	keli	keli	1	34	mf
17190	sadā	sadA	sadA	1	34	ind
28474	nīti	nIti	nIti	1	34	f
53665	alam	alam	alam	1	34	ind
58029	ādya	Adya	Adya	1	34	adj
61576	ahi	ahi	ahi	1	34	m
64795	yuddha	yudDa	yudDa	1	34	n
72351	mokṣa	mokza	mokza	1	34	m
83740	tyāga	tyAga	tyAga	1	34	m
87811	jayadeva	jayadeva	jayadeva	1	34	m
95852	taṭa	tawa	tawa	1	34	mn
110340	hiraṇyaka	hiraRyaka	hiraRyaka	1	34	mn
112140	sādhana	sADana	sADana	1	34	n
112171	sādhu	sADu	sADu	1	34	adj
137611	mṛtyu	mftyu	mftyu	1	34	m
143398	puṃs	puMs	puMs	1	34	m
143794	puras	puras	puras	1	34	ind
144438	puṇya	puRya	puRya	1	34	adj
157215	atikram	atikram	atikram	1	34	4.P.,6.P.,1.P.,1.Ā.
157522	sṛj	sfj	sfj	1	34	2. P.
